--------- beginning of system
11-09 01:42:12.516  7447 14782 W PackageParser: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.WRITE_EXTERNAL_STORAGE in package: com.livegame.wallpapermingche at: Binary XML file line #105
11-09 01:42:14.128  7447  7447 W PackageParser: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.MOUNT_UNMOUNT_FILESYSTEMS in package: com.jr.narutoii at: Binary XML file line #13
11-09 01:42:14.128  7447  7447 W PackageParser: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.WRITE_EXTERNAL_STORAGE in package: com.jr.narutoii at: Binary XML file line #14
11-09 01:42:14.128  7447  7447 W PackageParser: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.INTERNET in package: com.jr.narutoii at: Binary XML file line #20
11-09 01:42:14.128  7447  7447 W PackageParser: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.ACCESS_NETWORK_STATE in package: com.jr.narutoii at: Binary XML file line #21
11-09 01:42:14.128  7447  7447 W PackageParser: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.READ_PHONE_STATE in package: com.jr.narutoii at: Binary XML file line #22
11-09 01:42:14.128  7447  7447 W PackageParser: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.READ_PHONE_STATE in package: com.jr.narutoii at: Binary XML file line #35
11-09 01:42:14.128  7447  7447 W PackageParser: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.ACCESS_NETWORK_STATE in package: com.jr.narutoii at: Binary XML file line #36
11-09 01:42:14.128  7447  7447 W PackageParser: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.ACCESS_WIFI_STATE in package: com.jr.narutoii at: Binary XML file line #37
11-09 01:42:14.128  7447  7447 W PackageParser: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.INTERNET in package: com.jr.narutoii at: Binary XML file line #38
11-09 01:42:14.128  7447  7447 W PackageParser: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.WRITE_EXTERNAL_STORAGE in package: com.jr.narutoii at: Binary XML file line #39
11-09 01:42:14.128  7447  7447 W PackageParser: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.READ_SMS in package: com.jr.narutoii at: Binary XML file line #48
11-09 01:42:14.128  7447  7447 W PackageParser: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.SEND_SMS in package: com.jr.narutoii at: Binary XML file line #49
11-09 01:42:14.128  7447  7447 W PackageParser: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.WRITE_SMS in package: com.jr.narutoii at: Binary XML file line #50
11-09 01:42:14.128  7447  7447 W PackageParser: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.VIBRATE in package: com.jr.narutoii at: Binary XML file line #51
11-09 01:42:14.128  7447  7447 W PackageParser: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.RECEIVE_BOOT_COMPLETED in package: com.jr.narutoii at: Binary XML file line #55
11-09 01:42:14.129  7447 11747 W PackageParser: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.INTERNET in package: com.jr.narutoii at: Binary XML file line #10
11-09 01:42:14.129  7447 11747 W PackageParser: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.ACCESS_NETWORK_STATE in package: com.jr.narutoii at: Binary XML file line #11
11-09 01:42:14.129  7447  7447 W PackageParser: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.INTERNET in package: com.jr.narutoii at: Binary XML file line #142
11-09 01:42:14.129  7447 11747 W PackageParser: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.MOUNT_UNMOUNT_FILESYSTEMS in package: com.jr.narutoii at: Binary XML file line #13
11-09 01:42:14.129  7447 11747 W PackageParser: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.WRITE_EXTERNAL_STORAGE in package: com.jr.narutoii at: Binary XML file line #14
11-09 01:42:14.129  7447 11747 W PackageParser: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.INTERNET in package: com.jr.narutoii at: Binary XML file line #20
11-09 01:42:14.129  7447 11747 W PackageParser: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.ACCESS_NETWORK_STATE in package: com.jr.narutoii at: Binary XML file line #21
11-09 01:42:14.129  7447 11747 W PackageParser: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.READ_PHONE_STATE in package: com.jr.narutoii at: Binary XML file line #22
11-09 01:42:14.129  7447 11747 W PackageParser: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.READ_PHONE_STATE in package: com.jr.narutoii at: Binary XML file line #35
11-09 01:42:14.129  7447 11747 W PackageParser: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.ACCESS_NETWORK_STATE in package: com.jr.narutoii at: Binary XML file line #36
11-09 01:42:14.129  7447 11747 W PackageParser: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.ACCESS_WIFI_STATE in package: com.jr.narutoii at: Binary XML file line #37
11-09 01:42:14.129  7447 11747 W PackageParser: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.INTERNET in package: com.jr.narutoii at: Binary XML file line #38
11-09 01:42:14.129  7447 11747 W PackageParser: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.WRITE_EXTERNAL_STORAGE in package: com.jr.narutoii at: Binary XML file line #39
11-09 01:42:14.129  7447 11747 W PackageParser: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.READ_SMS in package: com.jr.narutoii at: Binary XML file line #48
11-09 01:42:14.129  7447 11747 W PackageParser: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.SEND_SMS in package: com.jr.narutoii at: Binary XML file line #49
11-09 01:42:14.129  7447 11747 W PackageParser: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.WRITE_SMS in package: com.jr.narutoii at: Binary XML file line #50
11-09 01:42:14.129  7447 11747 W PackageParser: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.VIBRATE in package: com.jr.narutoii at: Binary XML file line #51
11-09 01:42:14.129  7447 11747 W PackageParser: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.RECEIVE_BOOT_COMPLETED in package: com.jr.narutoii at: Binary XML file line #55
11-09 01:42:14.130  7447 11747 W PackageParser: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.INTERNET in package: com.jr.narutoii at: Binary XML file line #142
11-09 01:42:14.146  1460  1693 W WindowMagnificationMgr: requestConnection duplicated request: connect=false, mConnectionState=DISCONNECTED
11-09 01:42:14.148  1460  1694 W BroadcastQueue: Background execution not allowed: receiving Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } to com.google.android.packageinstaller/com.android.packageinstaller.PackageInstalledReceiver
11-09 01:42:14.148  1460  1694 W BroadcastQueue: Background execution not allowed: receiving Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } to com.android.vending/com.google.android.finsky.packagemonitor.impl.PackageMonitorReceiverImpl$RegisteredReceiver
11-09 01:42:14.148  1460  1694 W BroadcastQueue: Background execution not allowed: receiving Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } to com.android.vending/com.google.android.finsky.packagemonitor.backgroundimpl.BackgroundPackageMonitorReceiverImpl$RegisteredReceiver
11-09 01:42:14.148  1460  1694 W BroadcastQueue: Background execution not allowed: receiving Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } to com.google.android.gms/.games.chimera.GamesSystemBroadcastReceiverProxy
11-09 01:42:14.148  1460  1694 W BroadcastQueue: Background execution not allowed: receiving Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } to com.google.android.gms/.gass.chimera.PackageChangeBroadcastReceiver
11-09 01:42:14.148  1460  1694 W BroadcastQueue: Background execution not allowed: receiving Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } to com.google.android.gms/.chimera.GmsIntentOperationService$PersistentTrustedReceiver
11-09 01:42:14.148  1460  1694 W BroadcastQueue: Background execution not allowed: receiving Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } to com.google.android.googlequicksearchbox/com.google.android.apps.gsa.googlequicksearchbox.GelStubAppWatcher
11-09 01:42:14.148  1460  1694 W BroadcastQueue: u0 Receiving a broadcast in packagecom.cncd.japan.janli.shudu requires a permissions review
11-09 01:42:14.148  1460  1694 W BroadcastQueue: Skipping delivery: permission review required for Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } from null (pid=1460, uid=1000) to com.cncd.japan.janli.shudu/net.l.k.r
11-09 01:42:14.148  1460  1694 W BroadcastQueue: u0 Receiving a broadcast in packagecom.cncd.japan.janli.shudu requires a permissions review
11-09 01:42:14.148  1460  1694 W BroadcastQueue: Skipping delivery: permission review required for Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } from null (pid=1460, uid=1000) to com.cncd.japan.janli.shudu/com.feiwofour.coverscreen.SR
11-09 01:42:14.148  1460  1694 W BroadcastQueue: u0 Receiving a broadcast in packagecom.games.mengmeizhitd requires a permissions review
11-09 01:42:14.148  1460  1694 W BroadcastQueue: Skipping delivery: permission review required for Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } from null (pid=1460, uid=1000) to com.games.mengmeizhitd/hjnw.ihjnw.i.isqly
11-09 01:42:14.148  1460  1694 W BroadcastQueue: u0 Receiving a broadcast in packagecom.hgperfko.yaeghrwx requires a permissions review
11-09 01:42:14.148  1460  1694 W BroadcastQueue: Skipping delivery: permission review required for Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } from null (pid=1460, uid=1000) to com.hgperfko.yaeghrwx/.core.hLytdCQDBv
11-09 01:42:14.148  1460  1694 W BroadcastQueue: u0 Receiving a broadcast in packagecom.qiuqiu.dfmc requires a permissions review
11-09 01:42:14.148  1460  1694 W BroadcastQueue: Skipping delivery: permission review required for Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } from null (pid=1460, uid=1000) to com.qiuqiu.dfmc/cn.jpush.android.service.PushReceiver
11-09 01:42:14.148  1460  1694 W BroadcastQueue: u0 Receiving a broadcast in packagecom.safesys.viruskiller requires a permissions review
11-09 01:42:14.148  1460  1694 W BroadcastQueue: Skipping delivery: permission review required for Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } from null (pid=1460, uid=1000) to com.safesys.viruskiller/.ScanPackageBroadcast
11-09 01:42:14.148  1460  1694 W BroadcastQueue: u0 Receiving a broadcast in packagecom.uc108.mobile.sdgj.bd1 requires a permissions review
11-09 01:42:14.149  1460  1694 W BroadcastQueue: Skipping delivery: permission review required for Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } from null (pid=1460, uid=1000) to com.uc108.mobile.sdgj.bd1/com.baidu.tiebasdk.service.InstallReceiver
11-09 01:42:14.149  1460  1694 W BroadcastQueue: u0 Receiving a broadcast in packageio.dcloud.H5BC6BF13 requires a permissions review
11-09 01:42:14.149  1460  1694 W BroadcastQueue: Skipping delivery: permission review required for Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } from null (pid=1460, uid=1000) to io.dcloud.H5BC6BF13/io.dcloud.common.adapter.io.DownloadReceiver
11-09 01:42:14.174  1460  2979 D CompatibilityChangeReporter: Compat change id reported: 161252188; UID 10239; state: DISABLED
11-09 01:42:14.191  1460  1693 W PackageManager: Failed registering loading progress callback. Package is fully loaded.
11-09 01:42:14.198  1460  1460 I Telecom : DefaultDialerCache: Refreshing default dialer for user 0: now com.google.android.dialer: DDC.oR@A5A
11-09 01:42:14.211  1460  1460 V BackupManagerConstants: getFullBackupIntervalMilliseconds(...) returns 86400000
11-09 01:42:14.211  1460  1460 V BackupManagerConstants: getFullBackupRequiredNetworkType(...) returns 2
11-09 01:42:14.211  1460  1460 V BackupManagerConstants: getFullBackupRequireCharging(...) returns true
11-09 01:42:14.249  1460  1836 E PackageManager: ERROR: could not load root hash from incremental install
11-09 01:42:14.252  1460  1829 E VerityUtils: Failed to measure fs-verity, errno 1: /data/app/~~-nCUzwSlB2wg7JIX4equGg==/com.jr.narutoii-TiuGbA-y2GEuivdeg2bLZg==/base.apk
11-09 01:42:14.257  1460  2032 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.DISABLE_KEYGUARD in package: xoin.sctqi.crejg at: Binary XML file line #24
11-09 01:42:14.260  1460  1460 I Telecom : DefaultDialerCache: Refreshing default dialer for user 0: now com.google.android.dialer: DDC.oR@A5M
11-09 01:42:14.263  1460  4154 W BackupTransportManager: Package com.jr.narutoii enabled setting: 0
11-09 01:42:14.272  1460  1836 I PackageManager: Integrity check passed for file:///data/app/vmdl1437255518.tmp
11-09 01:42:14.275  1460  1693 W WindowMagnificationMgr: requestConnection duplicated request: connect=false, mConnectionState=DISCONNECTED
11-09 01:42:14.345  1460  1676 W Looper  : Slow dispatch took 111ms android.fg h=android.os.Handler c=<recycled PooledLambda@4a72744> m=0
11-09 01:42:14.348  1460  1836 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.DISABLE_KEYGUARD in package: xoin.sctqi.crejg at: Binary XML file line #24
11-09 01:42:14.474  7447 14868 W PackageParser: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.INTERNET in package: com.jr.narutoii at: Binary XML file line #10
11-09 01:42:14.474  7447 14868 W PackageParser: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.ACCESS_NETWORK_STATE in package: com.jr.narutoii at: Binary XML file line #11
11-09 01:42:14.474  7447 14868 W PackageParser: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.MOUNT_UNMOUNT_FILESYSTEMS in package: com.jr.narutoii at: Binary XML file line #13
11-09 01:42:14.474  7447 14868 W PackageParser: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.WRITE_EXTERNAL_STORAGE in package: com.jr.narutoii at: Binary XML file line #14
11-09 01:42:14.474  7447 14868 W PackageParser: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.INTERNET in package: com.jr.narutoii at: Binary XML file line #20
11-09 01:42:14.474  7447 14868 W PackageParser: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.ACCESS_NETWORK_STATE in package: com.jr.narutoii at: Binary XML file line #21
11-09 01:42:14.474  7447 14868 W PackageParser: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.READ_PHONE_STATE in package: com.jr.narutoii at: Binary XML file line #22
